regime,arm,method,lr0,ewc0,seed,avg_acc,bwt,collapse,events_stored,n_nonfinite,losses_available,n_spike,max_excess,worst_window_mean,min_task_acc,max_forget,worst_running_avg_acc,final_task_acc,gate_open_frac
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,0,0.34640001356601713,-0.10988889469040765,0,0,0,0,NA,NA,NA,0.24400001764297485,0.15400001406669617,0.3085000142455101,0.4780000150203705,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,1,0.375200018286705,-0.07944444649749333,0,0,0,0,NA,NA,NA,0.16100001335144043,0.14900001883506775,0.2460000067949295,0.48000001907348633,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,2,0.3849000185728073,-0.08977778752644856,0,0,0,0,NA,NA,NA,0.242000013589859,0.1810000240802765,0.30800002813339233,0.5540000200271606,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,3,0.3715000182390213,-0.07622222271230486,0,0,0,0,NA,NA,NA,0.13100001215934753,0.13099998235702515,0.2200000137090683,0.4740000367164612,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,4,0.36240002065896987,-0.07255555358197954,0,0,0,0,NA,NA,NA,0.1900000125169754,0.16500000655651093,0.31420001685619353,0.5890000462532043,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,5,0.4135000228881836,-0.05522222651375665,0,0,0,0,NA,NA,NA,0.30100002884864807,0.11900001764297485,0.27800002694129944,0.6050000190734863,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,6,0.38840001821517944,-0.036666671435038246,0,0,0,0,NA,NA,NA,0.2639999985694885,0.17400002479553223,0.31850001215934753,0.46300002932548523,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,7,0.37810002118349073,-0.08722222679191166,0,0,0,0,NA,NA,NA,0.15600000321865082,0.15300002694129944,0.29600000381469727,0.4750000238418579,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,8,0.3669000223278999,-0.08311110569371118,0,0,0,0,NA,NA,NA,0.18200001120567322,0.13600000739097595,0.2680000141263008,0.5200000405311584,
E3,cifar100_fixed_lr0.05_ewc10,fixed,0.05,10,9,0.3996000200510025,-0.04266666372617086,0,0,0,0,NA,NA,NA,0.29500001668930054,0.085999995470047,0.32600000500679016,0.5130000114440918,
E3,cifar100_fixed_lr0.05_ewc1,fixed,0.05,1,0,0.35020001530647277,-0.10733333230018616,0,0,0,0,NA,NA,NA,0.2370000183582306,0.14800000190734863,0.307250015437603,0.49000000953674316,
E3,cifar100_fixed_lr0.05_ewc1,fixed,0.05,1,1,0.3868000164628029,-0.06988889972368877,0,0,0,0,NA,NA,NA,0.1770000010728836,0.13199999928474426,0.24800001084804535,0.503000020980835,
E3,cifar100_fixed_lr0.05_ewc1,fixed,0.05,1,2,0.3863000214099884,-0.0950000054306454,0,0,0,0,NA,NA,NA,0.27300000190734863,0.1990000307559967,0.3240000009536743,0.5190000534057617,
E3,cifar100_fixed_lr0.05_ewc1,fixed,0.05,1,3,0.3588000163435936,-0.0901111149125629,0,0,0,0,NA,NA,NA,0.11300000548362732,0.1509999930858612,0.21400001645088196,0.4690000116825104,
E3,cifar100_fixed_lr0.05_ewc1,fixed,0.05,1,4,0.35850002318620683,-0.07711110346847111,0,0,0,0,NA,NA,NA,0.1990000158548355,0.16500000655651093,0.32350001484155655,0.5760000348091125,
E3,cifar100_fixed_lr0.05_ewc1,fixed,0.05,1,5,0.4149000197649002,-0.05166667037540012,0,0,0,0,NA,NA,NA,0.2990000247955322,0.11699998378753662,0.2880000174045563,0.6100000143051147,
